Date,Close,pe,dividend yield,return,payout,future_crash
09-Nov-16,7247.4,26.16,1.27,0.26521235,33.22,0
10-Nov-16,7342.3,26.43,1.25,0.2417771,33.04,0
11-Nov-16,7126.5,25.58,1.29,0.28356136,33.0,0
15-Nov-16,6916.4,24.73,1.33,0.32365103,32.89,0
16-Nov-16,6928.1,25.0,1.32,0.31095105,33.0,0
17-Nov-16,6903.4,24.86,1.33,0.31116551,33.06,0
18-Nov-16,6908.5,24.82,1.33,0.29893609,33.01,0
21-Nov-16,6761.5,24.37,1.36,0.34067884,33.14,0
22-Nov-16,6835.3,24.64,1.34,0.33675186,33.02,0
23-Nov-16,6882.6,24.79,1.33,0.33116845,32.97,0
24-Nov-16,6837.5,24.55,1.34,0.34338574,32.9,0
25-Nov-16,6960.7,24.84,1.31,0.3210884,32.54,0
28-Nov-16,6983.4,24.92,1.31,0.31846951,32.65,0
29-Nov-16,7003.6,24.86,1.31,0.32017819,32.57,0
30-Nov-16,7079.4,25.09,1.29,0.30907987,32.37,0
01-Dec-16,7040.2,24.95,1.3,0.31449391,32.44,0
02-Dec-16,6947.3,24.58,1.32,0.33068962,32.45,0
05-Dec-16,6984.2,24.68,1.31,0.31074425,32.33,0
06-Dec-16,7001.6,24.91,1.31,0.29404707,32.63,0
07-Dec-16,6971.2,24.63,1.31,0.29953236,32.27,0
08-Dec-16,7089.2,25.23,1.29,0.27752074,32.55,0
09-Dec-16,7101.1,25.28,1.29,0.26578981,32.61,0
12-Dec-16,7023.2,24.86,1.3,0.29613282,32.32,0
13-Dec-16,7045.3,25.0,1.3,0.30448668,32.5,0
14-Dec-16,7004.6,24.86,1.31,0.31797676,32.57,0
15-Dec-16,6989.2,24.84,1.31,0.31009271,32.54,0
16-Dec-16,6976.5,24.8,1.31,0.304637,32.49,0
19-Dec-16,6943.3,24.72,1.32,0.31545519,32.63,0
20-Dec-16,6908.1,24.59,1.32,0.3341874,32.46,0
21-Dec-16,6896.0,24.53,1.33,0.34437355,32.62,0
22-Dec-16,6816.3,24.49,1.34,0.37323768,32.82,0
23-Dec-16,6814.9,24.7,1.34,0.37396,33.1,0
26-Dec-16,6724.4,24.54,1.36,0.39606508,33.37,0
27-Dec-16,6832.0,24.94,1.34,0.38048888,33.42,0
28-Dec-16,6847.4,25.0,1.34,0.3830505,33.5,0
29-Dec-16,6915.4,25.25,1.32,0.36480898,33.33,0
30-Dec-16,6982.8,25.3,1.32,0.35129175,33.4,0
02-Jan-17,7002.5,25.51,1.31,0.35531596,33.42,0
03-Jan-17,7028.7,25.64,1.31,0.34228236,33.59,0
04-Jan-17,7030.7,25.5,1.31,0.33953234,33.41,0
05-Jan-17,7106.9,25.77,1.29,0.32819513,33.24,0
06-Jan-17,7083.1,25.69,1.3,0.34203244,33.4,0
09-Jan-17,7085.1,25.69,1.3,0.35120887,33.4,0
10-Jan-17,7132.2,26.01,1.29,0.35151146,33.55,0
11-Jan-17,7214.1,26.11,1.27,0.33637599,33.16,0
12-Jan-17,7231.8,26.17,1.27,0.33170165,33.24,0
13-Jan-17,7228.3,26.16,1.27,0.33507187,33.22,0
16-Jan-17,7247.9,26.22,1.27,0.33351729,33.3,0
17-Jan-17,7243.6,26.13,1.27,0.33909244,33.19,0
18-Jan-17,7269.0,26.17,1.26,0.32241024,32.97,0
19-Jan-17,7287.7,26.24,1.26,0.32917107,33.06,0
20-Jan-17,7202.7,26.07,1.28,0.33933108,33.37,0
23-Jan-17,7242.5,26.17,1.27,0.34250604,33.24,0
24-Jan-17,7315.2,26.32,1.26,0.33794018,33.16,0
25-Jan-17,7417.7,26.66,1.24,0.33157178,33.06,0
27-Jan-17,7455.1,26.76,1.23,0.32176631,32.91,0
30-Jan-17,7452.1,26.76,1.23,0.31640746,32.91,0
31-Jan-17,7379.3,26.57,1.24,0.330675,32.95,0
01-Feb-17,7516.0,27.05,1.22,0.29630788,33.0,0
02-Feb-17,7547.1,26.89,1.22,0.28498364,32.81,0
03-Feb-17,7569.9,26.77,1.21,0.27968005,32.39,0
06-Feb-17,7628.1,26.97,1.2,0.23357061,32.36,0
07-Feb-17,7603.2,26.85,1.21,0.22900884,32.49,0
08-Feb-17,7614.7,26.86,1.21,0.2069484,32.5,0
09-Feb-17,7623.6,26.89,1.2,0.20761189,32.27,0
10-Feb-17,7631.2,26.89,1.21,0.22164273,32.54,0
13-Feb-17,7626.9,26.52,1.21,0.21295677,32.09,0
14-Feb-17,7605.0,26.39,1.21,0.22925049,31.93,0
15-Feb-17,7531.6,26.08,1.22,0.23834245,31.82,0
16-Feb-17,7599.4,26.43,1.21,0.22688633,31.98,0
17-Feb-17,7638.0,26.44,1.2,0.2091647,31.73,0
20-Feb-17,7691.8,26.64,1.2,0.1908721,31.97,0
21-Feb-17,7725.2,26.76,1.19,0.18457127,31.84,0
22-Feb-17,7721.6,26.7,1.19,0.18726689,31.77,0
23-Feb-17,7729.6,26.72,1.19,0.18227334,31.8,0
27-Feb-17,7706.5,26.61,1.2,0.20046065,31.93,0
28-Feb-17,7709.1,26.57,1.2,0.21060176,31.88,0
01-Mar-17,7754.7,26.73,1.19,0.19956285,31.81,0
02-Mar-17,7691.6,26.46,1.2,0.20415778,31.75,0
03-Mar-17,7696.2,26.48,1.2,0.19868896,31.78,0
06-Mar-17,7745.4,26.65,1.19,0.17955173,31.71,0
07-Mar-17,7735.3,26.62,1.19,0.16864246,31.68,0
08-Mar-17,7710.9,26.53,1.2,0.15898922,31.84,0
09-Mar-17,7710.0,26.53,1.2,0.16740597,31.84,0
10-Mar-17,7710.9,26.45,1.2,0.16541519,31.74,0
14-Mar-17,7835.6,26.94,1.18,0.16414187,31.79,0
15-Mar-17,7854.7,27.01,1.18,0.1659134,31.87,0
16-Mar-17,7928.5,27.21,1.17,0.15425995,31.84,0
17-Mar-17,7933.1,27.23,1.17,0.1513658,31.86,0
20-Mar-17,7918.6,27.18,1.17,0.13712651,31.8,0
21-Mar-17,7909.2,27.14,1.17,0.12453851,31.75,0
22-Mar-17,7830.1,26.87,1.18,0.1392511,31.71,0
23-Mar-17,7885.7,27.06,1.17,0.13485169,31.66,0
24-Mar-17,7905.3,27.13,1.17,0.12633297,31.74,0
27-Mar-17,7865.3,26.99,1.18,0.11894015,31.85,0
28-Mar-17,7912.1,27.15,1.17,0.12667307,31.77,0
29-Mar-17,7945.3,27.27,1.16,0.1299888,31.63,0
30-Mar-17,7976.9,27.38,1.16,0.11723853,31.76,0
31-Mar-17,7995.0,26.82,1.16,0.12865541,31.11,0
03-Apr-17,8053.1,27.02,1.15,0.12687661,31.07,0
05-Apr-17,8095.1,27.16,1.15,0.1087695,31.23,0
06-Apr-17,8092.1,27.15,1.15,0.13025667,31.22,0
07-Apr-17,8045.3,26.99,1.15,0.14005071,31.04,0
10-Apr-17,8052.1,27.01,1.15,0.14320488,31.06,0
11-Apr-17,8107.1,27.2,1.14,0.13716989,31.01,0
12-Apr-17,8078.8,27.1,1.15,0.14260162,31.17,0
13-Apr-17,8044.9,26.99,1.15,0.14945493,31.04,0
17-Apr-17,8042.6,26.98,1.15,0.15232015,31.03,0
18-Apr-17,8003.1,26.85,1.16,0.16346166,31.15,0
19-Apr-17,8021.0,26.91,1.16,0.16323401,31.22,0
20-Apr-17,8063.1,27.05,1.15,0.15484119,31.11,0
21-Apr-17,8057.7,27.03,1.15,0.16117503,31.08,0
24-Apr-17,8137.3,27.34,1.14,0.14874098,31.17,0
25-Apr-17,8216.7,27.6,1.13,0.14077428,31.19,0
26-Apr-17,8230.8,27.64,1.12,0.14088545,30.96,0
27-Apr-17,8222.2,27.61,1.13,0.13715915,31.2,0
28-Apr-17,8214.3,27.59,1.13,0.14207541,31.18,0
02-May-17,8231.3,27.64,1.12,0.14728536,30.96,0
03-May-17,8227.7,27.63,1.13,0.15421078,31.22,0
04-May-17,8265.8,27.76,1.12,0.14259963,31.09,0
05-May-17,8193.2,27.52,1.13,0.14590758,31.1,0
08-May-17,8226.1,27.63,1.13,0.13538007,31.22,0
09-May-17,8242.7,27.68,1.12,0.14268383,31.0,0
10-May-17,8320.2,27.94,1.11,0.13216629,31.01,0
11-May-17,8331.0,28.02,1.11,0.13058456,31.1,0
12-May-17,8299.2,27.92,1.12,0.12793402,31.27,0
15-May-17,8351.3,28.12,1.11,0.12753104,31.21,0
16-May-17,8398.9,28.31,1.1,0.11799759,31.14,0
17-May-17,8396.0,29.09,1.1,0.11551929,32.0,0
18-May-17,8279.1,28.68,1.12,0.12677707,32.12,0
19-May-17,8258.2,28.6,1.12,0.12669226,32.03,0
22-May-17,8235.0,28.08,1.12,0.11829994,31.45,0
23-May-17,8159.1,27.81,1.14,0.11638539,31.7,0
24-May-17,8106.6,27.61,1.14,0.12817334,31.48,0
25-May-17,8233.9,27.77,1.12,0.10151933,31.1,0
26-May-17,8331.8,28.01,1.11,0.09406731,31.09,0
29-May-17,8299.5,27.7,1.11,0.11037412,30.75,0
30-May-17,8328.9,27.84,1.11,0.11750051,30.9,0
31-May-17,8350.9,27.92,1.1,0.11013184,30.71,0
01-Jun-17,8367.1,27.96,1.1,0.10611801,30.76,0
02-Jun-17,8406.5,28.1,1.1,0.10811277,30.91,0
05-Jun-17,8435.7,28.16,1.09,0.09715258,30.69,0
06-Jun-17,8397.2,28.0,1.1,0.09273329,30.8,0
07-Jun-17,8431.5,28.15,1.09,0.08053134,30.68,0
08-Jun-17,8429.1,28.15,1.09,0.09215693,30.68,0
09-Jun-17,8452.7,28.14,1.09,0.10025199,30.67,0
12-Jun-17,8408.7,27.92,1.1,0.10792988,30.71,0
13-Jun-17,8408.0,28.2,1.1,0.10994291,31.02,0
14-Jun-17,8420.8,28.24,1.09,0.11467438,30.78,0
15-Jun-17,8400.2,28.15,1.1,0.11740197,30.97,0
16-Jun-17,8411.4,27.68,1.04,0.11237725,28.79,0
19-Jun-17,8453.1,28.12,1.03,0.1053578,28.96,0
20-Jun-17,8454.0,28.12,1.03,0.1022652,28.96,0
21-Jun-17,8443.6,27.92,1.03,0.09366858,28.76,0
22-Jun-17,8423.8,28.02,1.04,0.10121323,29.14,0
23-Jun-17,8355.1,27.8,1.04,0.10594128,28.91,0
27-Jun-17,8285.5,27.57,1.05,0.1220385,28.95,0
28-Jun-17,8279.7,27.55,1.05,0.11530611,28.93,0
29-Jun-17,8301.1,27.62,1.05,0.11211767,29.0,0
30-Jun-17,8331.6,27.72,1.04,0.09573791,28.83,0
03-Jul-17,8416.4,28.01,1.03,0.07373105,28.85,0
04-Jul-17,8410.7,27.99,1.03,0.08938019,28.83,0
05-Jul-17,8451.5,28.12,1.03,0.07779684,28.96,0
06-Jul-17,8481.7,28.22,1.02,0.07872243,28.78,0
07-Jul-17,8479.4,28.22,1.02,0.08433969,28.78,0
10-Jul-17,8556.9,28.48,1.02,0.07125244,29.05,0
11-Jul-17,8544.9,28.44,1.02,0.07602195,29.01,0
12-Jul-17,8585.5,28.58,1.01,0.08065343,28.87,0
13-Jul-17,8646.3,28.78,1.0,0.08247458,28.78,0
14-Jul-17,8640.7,28.73,1.01,0.0814228,29.02,0
17-Jul-17,8659.5,28.77,1.0,0.08330735,28.77,0
18-Jul-17,8589.8,28.67,0.99,0.08838972,28.38,0
19-Jul-17,8662.1,28.91,0.95,0.06570578,27.46,0
20-Jul-17,8641.6,28.84,0.95,0.07795431,27.4,0
21-Jul-17,8669.7,28.93,0.95,0.06918925,27.48,0
24-Jul-17,8702.8,29.04,0.94,0.06130211,27.3,0
25-Jul-17,8710.6,29.07,0.94,0.06606893,27.33,0
26-Jul-17,8748.7,29.18,0.94,0.0703133,27.43,0
27-Jul-17,8737.1,29.12,0.94,0.08166897,27.37,0
28-Jul-17,8747.4,29.2,0.91,0.08030958,26.57,0
31-Jul-17,8793.3,29.33,0.91,0.07899196,26.69,0
01-Aug-17,8812.6,29.42,0.9,0.08697206,26.48,0
02-Aug-17,8786.8,29.31,0.91,0.09467611,26.67,0
03-Aug-17,8729.3,29.2,0.91,0.10554111,26.57,0
04-Aug-17,8776.2,29.32,0.91,0.09975844,26.68,0
07-Aug-17,8806.4,29.47,0.91,0.08884448,26.82,0
08-Aug-17,8726.8,29.23,0.91,0.10987991,26.6,0
09-Aug-17,8637.1,28.93,0.92,0.12414468,26.62,0
10-Aug-17,8497.7,28.58,0.94,0.1420502,26.87,0
11-Aug-17,8427.7,28.22,0.94,0.15627633,26.53,0
14-Aug-17,8541.5,28.6,0.93,0.14372183,26.6,0
16-Aug-17,8635.7,28.92,0.92,0.12607548,26.61,0
17-Aug-17,8643.3,28.94,0.92,0.11722375,26.62,0
18-Aug-17,8594.2,28.8,0.92,0.13171092,26.5,0
21-Aug-17,8509.4,28.73,0.93,0.13822949,26.72,0
22-Aug-17,8499.3,29.08,0.93,0.14952996,27.04,0
23-Aug-17,8585.0,29.2,0.92,0.14615609,26.86,0
24-Aug-17,8605.7,29.32,0.9,0.14604274,26.39,0
28-Aug-17,8669.6,29.55,0.89,0.13875496,26.3,0
29-Aug-17,8571.8,29.21,0.9,0.1492102,26.29,0
30-Aug-17,8663.1,29.52,0.89,0.1495654,26.27,0
31-Aug-17,8694.9,29.63,0.89,0.14847784,26.37,0
01-Sep-17,8755.2,30.19,0.88,0.13916872,26.57,0
04-Sep-17,8700.3,29.85,0.89,0.14653518,26.57,0
05-Sep-17,8747.2,29.98,0.88,0.1423084,26.38,0
06-Sep-17,8732.4,30.09,0.89,0.13618822,26.78,0
07-Sep-17,8757.1,30.01,0.88,0.1197828,26.41,0
08-Sep-17,8749.9,29.99,0.88,0.11596133,26.39,0
11-Sep-17,8810.9,30.22,0.88,0.11401219,26.59,0
12-Sep-17,8890.6,30.57,0.87,0.11074618,26.6,0
13-Sep-17,8866.8,30.33,0.87,0.098491,26.39,0
14-Sep-17,8884.9,30.39,0.87,0.08128398,26.44,0
15-Sep-17,8887.6,30.4,0.88,0.08697511,26.75,0
18-Sep-17,8946.9,30.6,0.87,0.09454113,26.62,0
19-Sep-17,8951.7,30.62,0.87,0.08319649,26.64,0
20-Sep-17,8938.4,30.57,0.87,0.07337443,26.6,0
21-Sep-17,8911.2,30.66,0.88,0.07120253,26.98,0
22-Sep-17,8738.0,30.08,0.89,0.07868505,26.77,0
25-Sep-17,8638.3,29.74,0.91,0.07001956,27.06,0
26-Sep-17,8654.6,29.8,0.9,0.07496014,26.82,0
27-Sep-17,8520.9,29.42,0.92,0.09169806,27.07,0
28-Sep-17,8557.1,29.55,0.91,0.07540522,26.89,0
29-Sep-17,8600.0,29.58,1.03,0.06,30.47,0
03-Oct-17,8662.4,29.8,1.02,0.05807859,30.4,0
04-Oct-17,8706.8,29.95,1.02,0.04018698,30.55,0
05-Oct-17,8706.4,29.92,1.02,0.01705068,30.52,0
06-Oct-17,8787.4,30.2,1.01,-0.0184867,30.5,0
09-Oct-17,8798.3,30.23,1.01,-0.0222429,30.53,0
10-Oct-17,8836.4,30.36,1.0,-0.0309459,30.36,0
11-Oct-17,8792.4,30.22,1.01,-0.0049929,30.52,0
12-Oct-17,8890.0,30.57,1.0,-0.0364904,30.57,0
13-Oct-17,8937.2,30.73,0.99,-0.0190328,30.42,0
16-Oct-17,8985.2,30.9,0.98,-0.0192761,30.28,0
17-Oct-17,9002.3,30.92,0.98,-0.0120525,30.3,0
18-Oct-17,8984.6,30.84,0.98,-0.0251542,30.22,0
19-Oct-17,8937.6,30.68,0.98,-0.0332248,30.07,0
23-Oct-17,8972.9,30.78,0.98,-0.0441273,30.16,0
24-Oct-17,8993.8,30.8,0.98,-0.0560275,30.18,0
25-Oct-17,9065.1,31.01,0.97,-0.056199,30.08,0
26-Oct-17,9106.7,31.14,0.97,-0.0695312,30.21,0
27-Oct-17,9104.4,31.11,0.97,-0.0754745,30.18,0
30-Oct-17,9165.1,31.37,0.96,-0.0605558,30.12,0
31-Oct-17,9153.6,31.05,0.94,-0.0604462,29.19,0
01-Nov-17,9234.8,31.16,0.93,-0.0521235,28.98,0
02-Nov-17,9237.7,31.34,0.93,-0.0503589,29.15,0
03-Nov-17,9260.6,31.56,0.93,-0.039004,29.35,0
06-Nov-17,9273.1,31.54,0.93,-0.0426179,29.33,0
07-Nov-17,9169.5,31.2,0.94,-0.0326299,29.33,0
08-Nov-17,9117.5,30.99,0.94,-0.020181,29.13,0
09-Nov-17,9147.3,31.1,0.94,-0.0219682,29.23,0
10-Nov-17,9154.9,31.24,0.94,-0.0322942,29.37,0
13-Nov-17,9082.4,30.85,0.95,-0.0174899,29.31,0
14-Nov-17,9051.5,30.76,0.95,-0.0143678,29.22,0
15-Nov-17,8973.7,30.5,0.96,-0.0021229,29.28,0
16-Nov-17,9065.0,30.8,0.95,-0.0079151,29.26,0
17-Nov-17,9137.1,31.05,0.94,-0.0092316,29.19,0
20-Nov-17,9161.9,31.14,0.94,-0.0220205,29.27,0
21-Nov-17,9185.4,31.17,0.93,-0.0266837,28.99,0
22-Nov-17,9195.7,31.45,0.93,-0.03444,29.25,0
23-Nov-17,9207.4,31.52,0.93,-0.028716,29.31,0
24-Nov-17,9246.0,31.69,0.93,-0.0283474,29.47,0
27-Nov-17,9267.5,31.75,0.93,-0.0295927,29.53,0
28-Nov-17,9254.3,31.78,0.93,-0.0186346,29.56,0
29-Nov-17,9244.7,31.75,0.93,-0.0146625,29.53,0
30-Nov-17,9154.5,31.44,0.95,-0.0030149,29.87,0
01-Dec-17,9060.4,31.11,0.96,0.00618626,29.87,0
04-Dec-17,9059.3,31.11,0.96,-0.003295,29.87,0
05-Dec-17,9056.6,31.11,0.96,-0.0191407,29.87,0
06-Dec-17,8988.5,30.88,0.97,-0.0053235,29.95,0
07-Dec-17,9103.0,31.27,0.96,-0.0366253,30.02,0
08-Dec-17,9190.5,31.57,0.95,-0.0375768,29.99,0
11-Dec-17,9231.9,31.74,0.94,-0.0227797,29.84,0
12-Dec-17,9156.5,31.48,0.95,-0.0086496,29.91,0
13-Dec-17,9101.8,31.29,0.96,-0.0011536,30.04,0
14-Dec-17,9133.6,31.4,0.95,0.00222804,29.83,0
15-Dec-17,9216.7,31.68,0.94,-0.0042694,29.78,0
18-Dec-17,9270.8,31.88,0.94,-0.0025888,29.97,0
19-Dec-17,9360.4,32.19,0.93,-0.0134556,29.94,0
20-Dec-17,9363.4,32.2,0.93,-0.0299944,29.95,0
21-Dec-17,9387.7,32.26,0.93,-0.0410377,30.0,0
22-Dec-17,9431.5,32.4,0.92,-0.0413296,29.81,0
26-Dec-17,9470.3,32.54,0.92,-0.0413398,29.94,0
27-Dec-17,9438.2,32.43,0.92,-0.0302653,29.84,0
28-Dec-17,9435.8,32.42,0.92,-0.0281693,29.83,0
29-Dec-17,9490.6,32.55,0.91,-0.030841,29.62,0
01-Jan-18,9434.5,32.36,0.92,-0.0350946,29.77,0
02-Jan-18,9417.85,32.3,0.92,-0.0427964,29.72,0
03-Jan-18,9439.35,32.38,0.92,-0.0407284,29.79,0
04-Jan-18,9505.75,32.61,0.91,-0.0446677,29.68,0
05-Jan-18,9573.45,32.84,0.91,-0.0495955,29.88,0
08-Jan-18,9639.25,33.07,0.9,-0.0530954,29.76,0
09-Jan-18,9640.75,33.07,0.9,-0.0540777,29.76,0
10-Jan-18,9630.6,33.05,0.9,-0.0552821,29.75,0
11-Jan-18,9650.3,33.11,0.9,-0.0620551,29.8,0
12-Jan-18,9665.2,33.14,0.9,-0.0525649,29.83,0
15-Jan-18,9699.85,32.93,0.89,-0.0557844,29.31,0
16-Jan-18,9612.6,32.64,0.9,-0.0469176,29.38,0
17-Jan-18,9686.6,32.89,0.89,-0.0564181,29.27,0
18-Jan-18,9646.8,32.74,0.9,-0.0509495,29.47,0
19-Jan-18,9723.1,32.93,0.89,-0.0608808,29.31,0
22-Jan-18,9787.3,33.14,0.88,-0.0734064,29.16,0
23-Jan-18,9877.2,33.23,0.88,-0.0815008,29.24,0
24-Jan-18,9853.9,32.95,0.88,-0.0872294,29.0,0
25-Jan-18,9810.0,32.78,0.88,-0.0951478,28.85,0
29-Jan-18,9819.45,32.81,0.88,-0.0961154,28.87,0
30-Jan-18,9743.05,32.52,0.89,-0.0880782,28.94,0
31-Jan-18,9697.9,32.36,0.89,-0.071567,28.8,0
01-Feb-18,9687.05,32.47,0.89,-0.0651127,28.9,0
02-Feb-18,9409.8,30.81,0.92,-0.0390869,28.35,0
05-Feb-18,9344.4,30.66,0.93,-0.0332606,28.51,0
06-Feb-18,9190.55,30.15,0.94,-0.0078178,28.34,0
07-Feb-18,9206.35,30.2,0.94,-0.006577,28.39,0
08-Feb-18,9322.6,30.59,0.93,-0.030646,28.45,0
09-Feb-18,9251.1,30.45,0.93,-0.0306936,28.32,0
12-Feb-18,9348.45,30.77,0.92,-0.0452642,28.31,0
14-Feb-18,9326.7,30.67,0.93,-0.0470477,28.52,0
15-Feb-18,9323.6,30.63,0.93,-0.0487258,28.49,0
16-Feb-18,9235.6,30.4,0.94,-0.0442364,28.58,0
19-Feb-18,9159.95,30.15,0.94,-0.0442797,28.34,0
20-Feb-18,9151.05,30.13,0.94,-0.044667,28.32,0
21-Feb-18,9167.6,30.22,0.94,-0.0351237,28.41,0
22-Feb-18,9138.5,30.43,0.94,-0.0259123,28.6,0
23-Feb-18,9251.35,30.88,0.98,-0.0358434,30.26,0
26-Feb-18,9332.65,31.17,0.97,-0.0373742,30.23,0
27-Feb-18,9302.25,30.99,0.97,-0.0375286,30.06,0
28-Feb-18,9261.9,30.75,0.97,-0.0340859,29.83,0
01-Mar-18,9225.35,30.62,1.02,-0.0292021,31.23,0
05-Mar-18,9136.1,30.37,1.03,-0.0107924,31.28,0
06-Mar-18,9039.8,29.96,1.05,0.01480121,31.46,0
07-Mar-18,8936.85,29.62,1.09,0.03285274,32.29,0
08-Mar-18,9000.7,29.83,1.09,0.02495917,32.51,0
09-Mar-18,8986.4,29.79,1.11,0.02499889,33.07,0
12-Mar-18,9121.75,30.23,1.09,0.02454025,32.95,0
13-Mar-18,9157.9,30.24,1.09,0.03089682,32.96,0
14-Mar-18,9151.55,30.27,1.09,0.03263928,32.99,0
15-Mar-18,9133.9,30.21,1.09,0.03430079,32.93,0
16-Mar-18,9004.45,29.76,1.11,0.05496727,33.03,0
19-Mar-18,8894.2,29.5,1.12,0.06998943,33.04,0
20-Mar-18,8920.45,29.69,1.12,0.07283265,33.25,0
21-Mar-18,8949.1,29.79,1.11,0.06748165,33.07,0
22-Mar-18,8904.0,29.62,1.12,0.06694182,33.17,0
23-Mar-18,8800.8,29.28,1.13,0.06940846,33.09,0
26-Mar-18,8914.35,29.66,1.12,0.06711089,33.22,0
27-Mar-18,8978.1,29.87,1.11,0.05833083,33.16,0
28-Mar-18,8912.1,29.65,1.12,0.077406,33.21,0
02-Apr-18,9023.6,30.18,1.09,0.07093621,32.9,0
03-Apr-18,9074.85,30.35,1.09,0.06910858,33.08,0
04-Apr-18,8975.6,30.02,1.1,0.08302509,33.02,0
05-Apr-18,9146.15,30.59,1.08,0.05600717,33.04,0
06-Apr-18,9172.05,30.67,1.08,0.04956362,33.12,0
09-Apr-18,9205.2,30.78,1.07,0.05211728,32.93,0
10-Apr-18,9219.15,30.83,1.07,0.04504211,32.99,0
11-Apr-18,9230.85,30.87,1.07,0.04841374,33.03,0
12-Apr-18,9247.25,30.92,1.07,0.04062829,33.08,0
13-Apr-18,9267.65,30.99,1.07,0.03958932,33.16,0
16-Apr-18,9311.3,31.05,1.06,0.03901711,32.91,0
17-Apr-18,9330.3,31.11,1.06,0.04139202,32.98,0
18-Apr-18,9311.6,31.05,1.06,0.0504532,32.91,0
19-Apr-18,9356.4,31.2,1.05,0.04085973,32.76,0
20-Apr-18,9347.65,31.17,1.06,0.02697469,33.04,0
23-Apr-18,9373.4,31.22,1.05,0.02281989,32.78,0
24-Apr-18,9390.4,31.28,1.05,0.03164402,32.84,0
25-Apr-18,9349.95,31.15,1.05,0.02982369,32.71,0
26-Apr-18,9381.35,31.25,1.05,0.0328684,32.81,0
27-Apr-18,9443.65,31.46,1.04,0.02336491,32.72,0
30-Apr-18,9496.5,31.36,1.04,0.01484758,32.61,0
02-May-18,9444.5,31.19,1.04,0.01906401,32.44,0
03-May-18,9388.65,31.01,1.05,0.01531637,32.56,0
04-May-18,9339.75,30.85,1.06,0.01189004,32.7,0
07-May-18,9418.8,31.11,1.05,-0.0083397,32.67,0
08-May-18,9419.85,31.11,1.05,-0.0127497,32.67,0
09-May-18,9418.9,31.11,1.05,-0.013664,32.67,0
10-May-18,9360.95,30.92,1.05,-0.0214722,32.47,0
11-May-18,9416.35,31.1,1.05,-0.0216644,32.66,0
14-May-18,9389.95,31.01,1.05,-0.0244783,32.56,0
15-May-18,9365.9,30.93,1.05,-0.0154016,32.48,0
16-May-18,9328.7,30.81,1.06,0.0001072,32.66,0
17-May-18,9304.45,30.73,1.06,0.03949186,32.57,0
18-May-18,9209.2,30.39,1.07,0.04013921,32.52,0
21-May-18,9108.7,30.05,1.08,0.05373983,32.45,0
22-May-18,9145.65,30.18,1.08,0.04451297,32.59,0
23-May-18,9069.8,29.93,1.09,0.07191449,32.62,0
24-May-18,9115.55,30.08,1.08,0.07562352,32.49,0
25-May-18,9215.55,30.36,1.07,0.06510192,32.49,0
28-May-18,9307.55,31.67,1.06,0.04830487,33.57,0
29-May-18,9270.6,31.5,1.06,0.05875564,33.39,0
30-May-18,9255.0,31.49,1.07,0.05943274,33.69,0
31-May-18,9315.35,31.59,1.08,0.0651881,34.12,0
01-Jun-18,9255.25,31.36,1.09,0.06709165,34.18,0
04-Jun-18,9175.9,31.09,1.1,0.05956909,34.2,0
05-Jun-18,9110.5,30.87,1.11,0.06864058,34.27,0
06-Jun-18,9205.9,31.19,1.1,0.06082512,34.31,0
